owner,name,month_start,month_end,time,intervention,time_after_intervention,time_issues_closed,merged,nonmerged,new_users_issues,new_users_pulls,users_issues,users_pulls,lang,pr_total,issues_total,pr_per_month,issues_per_month,total_number_pr_authors,total_number_issues_authors,agePulls,ageIssues
ImageMagick,ImageMagick,2020-05-15 20:52:19,2020-06-13 20:52:19,14,TRUE,2,19,1,1,15,2,18,2,C,334,2675,2,20,109,804,59,59
ImageMagick,ImageMagick,2020-06-14 20:52:19,2020-07-13 20:52:19,15,TRUE,3,13,5,1,19,1,28,4,C,334,2675,6,31,109,804,59,59
ImageMagick,ImageMagick,2020-07-14 20:52:19,2020-08-12 20:52:19,16,TRUE,4,14.0,5,1,20,5,24,5,C,334,2675,6,27,109,804,59,59
ImageMagick,ImageMagick,2020-08-13 20:52:19,2020-09-11 20:52:19,17,TRUE,5,8,3,1,26,3,35,4,C,334,2675,4,42,109,804,59,59
ImageMagick,ImageMagick,2020-09-12 20:52:19,2020-10-11 20:52:19,18,TRUE,6,14.0,9,1,35,9,40,9,C,334,2675,10,45,109,804,59,59
ImageMagick,ImageMagick,2020-10-12 20:52:19,2020-11-10 20:52:19,19,TRUE,7,8.5,5,0,26,4,31,5,C,334,2675,5,33,109,804,59,59
ImageMagick,ImageMagick,2020-11-11 20:52:19,2020-12-10 20:52:19,20,TRUE,8,12.5,1,2,19,3,28,3,C,334,2675,3,32,109,804,59,59
ImageMagick,ImageMagick,2020-12-11 20:52:19,2021-01-09 20:52:19,21,TRUE,9,22.0,7,1,16,4,23,6,C,334,2675,8,28,109,804,59,59
ImageMagick,ImageMagick,2021-01-10 20:52:19,2021-02-08 20:52:19,22,TRUE,10,4.5,6,2,20,1,31,4,C,334,2675,8,41,109,804,59,59
ImageMagick,ImageMagick,2021-02-09 20:52:19,2021-03-10 20:52:19,23,TRUE,11,9,4,0,27,3,31,4,C,334,2675,4,48,109,804,59,59
ImageMagick,ImageMagick,2021-03-11 20:52:19,2021-04-09 20:52:19,24,TRUE,12,3,1,0,25,1,30,1,C,334,2675,1,30,109,804,59,59
adonisjs,core,2019-06-25 10:04:55,2019-07-25 10:04:55,1,FALSE,0,2,8,6,10,2,11,2,TypeScript,271,1533,14,25,69,653,56,59
adonisjs,core,2019-07-26 10:04:55,2019-08-25 10:04:55,2,FALSE,0,0,0,4,8,0,11,1,TypeScript,271,1533,4,15,69,653,56,59
adonisjs,core,2019-08-26 10:04:55,2019-09-25 10:04:55,3,FALSE,0,0.0,2,0,8,1,10,2,TypeScript,271,1533,2,12,69,653,56,59
adonisjs,core,2019-09-26 10:04:55,2019-10-26 10:04:55,4,FALSE,0,26,1,0,6,0,7,1,TypeScript,271,1533,1,7,69,653,56,59
adonisjs,core,2019-10-27 10:04:55,2019-11-26 10:04:55,5,FALSE,0,4,2,0,12,2,12,2,TypeScript,271,1533,2,13,69,653,56,59
adonisjs,core,2019-11-27 10:04:55,2019-12-27 10:04:55,6,FALSE,0,1,1,0,9,0,13,1,TypeScript,271,1533,1,13,69,653,56,59
adonisjs,core,2019-12-28 10:04:55,2020-01-27 10:04:55,7,FALSE,0,2.5,0,0,7,0,8,0,TypeScript,271,1533,0,8,69,653,56,59
adonisjs,core,2020-01-28 10:04:55,2020-02-27 10:04:55,8,FALSE,0,48,0,3,11,2,15,2,TypeScript,271,1533,3,17,69,653,56,59
adonisjs,core,2020-02-28 10:04:55,2020-03-29 10:04:55,9,FALSE,0,1,1,2,9,2,10,3,TypeScript,271,1533,3,11,69,653,56,59
adonisjs,core,2020-03-30 10:04:55,2020-04-29 10:04:55,10,FALSE,0,1,0,0,7,0,9,0,TypeScript,271,1533,0,9,69,653,56,59
adonisjs,core,2020-04-30 10:04:55,2020-05-30 10:04:55,11,FALSE,0,13,1,1,5,1,7,2,TypeScript,271,1533,2,7,69,653,56,59
adonisjs,core,2020-05-31 10:04:55,2020-06-30 10:04:55,12,FALSE,0,5,1,1,2,0,4,1,TypeScript,271,1533,2,7,69,653,56,59
adonisjs,core,2020-07-01 10:04:55,2020-07-31 10:04:55,0,TRUE,0,0.0,1,0,8,0,9,1,TypeScript,271,1533,1,10,69,653,56,59
adonisjs,core,2020-08-01 10:04:55,2020-08-30 10:04:55,13,TRUE,1,0.0,2,0,7,1,8,2,TypeScript,271,1533,2,8,69,653,56,59
adonisjs,core,2020-08-31 10:04:55,2020-09-29 10:04:55,14,TRUE,2,0,0,1,6,1,7,1,TypeScript,271,1533,1,7,69,653,56,59
adonisjs,core,2020-09-30 10:04:55,2020-10-29 10:04:55,15,TRUE,3,2.0,0,1,7,0,10,1,TypeScript,271,1533,1,10,69,653,56,59
adonisjs,core,2020-10-30 10:04:55,2020-11-28 10:04:55,16,TRUE,4,0.0,0,0,8,0,11,0,TypeScript,271,1533,0,18,69,653,56,59
adonisjs,core,2020-11-29 10:04:55,2020-12-28 10:04:55,17,TRUE,5,0,0,1,10,0,11,1,TypeScript,271,1533,1,11,69,653,56,59
adonisjs,core,2020-12-29 10:04:55,2021-01-27 10:04:55,18,TRUE,6,1,0,0,7,0,11,0,TypeScript,271,1533,0,12,69,653,56,59
adonisjs,core,2021-01-28 10:04:55,2021-02-26 10:04:55,19,TRUE,7,0,0,1,8,0,10,1,TypeScript,271,1533,1,13,69,653,56,59
adonisjs,core,2021-02-27 10:04:55,2021-03-28 10:04:55,20,TRUE,8,0,1,0,8,1,13,1,TypeScript,271,1533,1,15,69,653,56,59
adonisjs,core,2021-03-29 10:04:55,2021-04-27 10:04:55,21,TRUE,9,0,1,0,6,1,8,1,TypeScript,271,1533,1,9,69,653,56,59
adonisjs,core,2021-04-28 10:04:55,2021-05-27 10:04:55,22,TRUE,10,0,0,0,15,0,17,0,TypeScript,271,1533,0,19,69,653,56,59
adonisjs,core,2021-05-28 10:04:55,2021-06-26 10:04:55,23,TRUE,11,0.0,5,1,14,2,17,3,TypeScript,271,1533,6,24,69,653,56,59
adonisjs,core,2021-06-27 10:04:55,2021-07-26 10:04:55,24,TRUE,12,0.0,0,1,17,1,19,1,TypeScript,271,1533,1,20,69,653,56,59
livewire,livewire,2019-04-24 16:47:55,2019-05-24 16:47:55,1,FALSE,0,22.0,4,0,5,3,6,3,Blade,1086,2547,4,10,110,340,14,14
livewire,livewire,2019-05-25 16:47:55,2019-06-24 16:47:55,2,FALSE,0,18,0,1,1,1,1,1,Blade,1086,2547,1,1,110,340,14,14
livewire,livewire,2019-06-25 16:47:55,2019-07-25 16:47:55,3,FALSE,0,1.5,3,2,7,4,11,4,Blade,1086,2547,5,22,110,340,14,14
livewire,livewire,2019-07-26 16:47:55,2019-08-25 16:47:55,4,FALSE,0,1.0,35,15,41,20,48,21,Blade,1086,2547,50,120,110,340,14,14
livewire,livewire,2019-08-26 16:47:55,2019-09-25 16:47:55,5,FALSE,0,1.0,24,34,28,8,39,13,Blade,1086,2547,58,106,110,340,14,14
livewire,livewire,2019-09-26 16:47:55,2019-10-26 16:47:55,6,FALSE,0,7.0,6,3,15,2,25,7,Blade,1086,2547,9,42,110,340,14,14
livewire,livewire,2019-10-27 16:47:55,2019-11-26 16:47:55,7,FALSE,0,22.5,7,0,10,1,19,4,Blade,1086,2547,7,32,110,340,14,14
livewire,livewire,2019-11-27 16:47:55,2019-12-27 16:47:55,8,FALSE,0,0.0,65,12,15,5,24,8,Blade,1086,2547,77,114,110,340,14,14
livewire,livewire,2019-12-28 16:47:55,2020-01-27 16:47:55,9,FALSE,0,2,27,5,20,7,34,13,Blade,1086,2547,32,63,110,340,14,14
livewire,livewire,2020-01-28 16:47:55,2020-02-27 16:47:55,10,FALSE,0,7,28,3,24,11,43,16,Blade,1086,2547,31,81,110,340,14,14
livewire,livewire,2020-02-28 16:47:55,2020-03-29 16:47:55,11,FALSE,0,3,37,11,53,15,76,22,Blade,1086,2547,48,133,110,340,14,14
livewire,livewire,2020-03-30 16:47:55,2020-04-29 16:47:55,12,FALSE,0,7.0,29,11,49,14,66,20,Blade,1086,2547,40,110,110,340,14,14
livewire,livewire,2020-04-30 16:47:55,2020-05-30 16:47:55,0,TRUE,0,9.0,32,16,46,13,73,26,Blade,1086,2547,48,114,110,340,14,14
livewire,livewire,2020-05-31 16:47:55,2020-06-29 16:47:55,13,TRUE,1,8.0,27,20,45,16,62,24,Blade,1086,2547,47,102,110,340,14,14
livewire,livewire,2020-06-30 16:47:55,2020-07-29 16:47:55,14,TRUE,2,23.5,21,12,46,13,73,21,Blade,1086,2547,33,94,110,340,14,14
livewire,livewire,2020-07-30 16:47:55,2020-08-28 16:47:55,15,TRUE,3,21.0,8,7,27,9,42,13,Blade,1086,2547,15,50,110,340,14,14
livewire,livewire,2020-08-29 16:47:55,2020-09-27 16:47:55,16,TRUE,4,1.0,65,25,84,28,120,43,Blade,1086,2547,90,216,110,340,14,14
livewire,livewire,2020-09-28 16:47:55,2020-10-27 16:47:55,17,TRUE,5,7.0,24,14,53,12,92,22,Blade,1086,2547,38,134,110,340,14,14
livewire,livewire,2020-10-28 16:47:55,2020-11-26 16:47:55,18,TRUE,6,6.0,16,16,66,13,94,23,Blade,1086,2547,32,120,110,340,14,14
livewire,livewire,2020-11-27 16:47:55,2020-12-26 16:47:55,19,TRUE,7,5.0,18,8,47,9,76,17,Blade,1086,2547,26,102,110,340,14,14
livewire,livewire,2020-12-27 16:47:55,2021-01-25 16:47:55,20,TRUE,8,7.0,19,11,34,11,56,20,Blade,1086,2547,30,84,110,340,14,14
livewire,livewire,2021-01-26 16:47:55,2021-02-24 16:47:55,21,TRUE,9,7.5,24,8,42,10,74,21,Blade,1086,2547,32,96,110,340,14,14
livewire,livewire,2021-02-25 16:47:55,2021-03-26 16:47:55,22,TRUE,10,28.0,9,15,32,11,54,19,Blade,1086,2547,24,68,110,340,14,14
livewire,livewire,2021-03-27 16:47:55,2021-04-25 16:47:55,23,TRUE,11,5,17,5,28,7,50,16,Blade,1086,2547,22,59,110,340,14,14
livewire,livewire,2021-04-26 16:47:55,2021-05-25 16:47:55,24,TRUE,12,32,11,7,30,6,45,14,Blade,1086,2547,18,53,110,340,14,14
tannerlinsley,react-query,2018-11-26 10:14:08,2018-12-26 10:14:08,1,FALSE,0,0,0,0,0,0,0,0,TypeScript,1018,1931,0,0,28,60,3,3
tannerlinsley,react-query,2018-12-27 10:14:08,2019-01-26 10:14:08,2,FALSE,0,0,0,0,0,0,0,0,TypeScript,1018,1931,0,0,28,60,3,3
tannerlinsley,react-query,2019-01-27 10:14:08,2019-02-26 10:14:08,3,FALSE,0,0,0,0,0,0,0,0,TypeScript,1018,1931,0,0,28,60,3,3
tannerlinsley,react-query,2019-02-27 10:14:08,2019-03-29 10:14:08,4,FALSE,0,0,0,0,0,0,0,0,TypeScript,1018,1931,0,0,28,60,3,3
tannerlinsley,react-query,2019-03-30 10:14:08,2019-04-29 10:14:08,5,FALSE,0,0,0,0,0,0,0,0,TypeScript,1018,1931,0,0,28,60,3,3
tannerlinsley,react-query,2019-04-30 10:14:08,2019-05-30 10:14:08,6,FALSE,0,0,0,0,0,0,0,0,TypeScript,1018,1931,0,0,28,60,3,3
tannerlinsley,react-query,2019-05-31 10:14:08,2019-06-30 10:14:08,7,FALSE,0,0,0,0,0,0,0,0,TypeScript,1018,1931,0,0,28,60,3,3
tannerlinsley,react-query,2019-07-01 10:14:08,2019-07-31 10:14:08,8,FALSE,0,0,0,0,0,0,0,0,TypeScript,1018,1931,0,0,28,60,3,3
tannerlinsley,react-query,2019-08-01 10:14:08,2019-08-31 10:14:08,9,FALSE,0,0,0,0,0,0,0,0,TypeScript,1018,1931,0,0,28,60,3,3
tannerlinsley,react-query,2019-09-01 10:14:08,2019-10-01 10:14:08,10,FALSE,0,11,4,0,3,2,3,2,TypeScript,1018,1931,4,5,28,60,3,3
tannerlinsley,react-query,2019-10-02 10:14:08,2019-11-01 10:14:08,11,FALSE,0,3,1,0,2,1,3,1,TypeScript,1018,1931,1,5,28,60,3,3
tannerlinsley,react-query,2019-11-02 10:14:08,2019-12-02 10:14:08,12,FALSE,0,0,20,2,36,18,36,18,TypeScript,1018,1931,22,49,28,60,3,3
tannerlinsley,react-query,2019-12-03 10:14:08,2020-01-02 10:14:08,0,TRUE,0,0,10,0,17,6,21,7,TypeScript,1018,1931,10,29,28,60,3,3
tannerlinsley,react-query,2020-01-03 10:14:08,2020-02-01 10:14:08,13,TRUE,1,19,4,1,19,4,22,5,TypeScript,1018,1931,5,29,28,60,3,3
tannerlinsley,react-query,2020-02-02 10:14:08,2020-03-02 10:14:08,14,TRUE,2,0,29,3,25,10,35,14,TypeScript,1018,1931,32,63,28,60,3,3
tannerlinsley,react-query,2020-03-03 10:14:08,2020-04-01 10:14:08,15,TRUE,3,0.0,44,4,48,25,58,27,TypeScript,1018,1931,48,100,28,60,3,3
tannerlinsley,react-query,2020-04-02 10:14:08,2020-05-01 10:14:08,16,TRUE,4,0.0,39,3,36,17,45,22,TypeScript,1018,1931,42,76,28,60,3,3
tannerlinsley,react-query,2020-05-02 10:14:08,2020-05-31 10:14:08,17,TRUE,5,0,31,3,47,23,57,27,TypeScript,1018,1931,34,75,28,60,3,3
tannerlinsley,react-query,2020-06-01 10:14:08,2020-06-30 10:14:08,18,TRUE,6,0,48,7,44,26,63,37,TypeScript,1018,1931,55,93,28,60,3,3
tannerlinsley,react-query,2020-07-01 10:14:08,2020-07-30 10:14:08,19,TRUE,7,0,64,2,43,29,61,40,TypeScript,1018,1931,66,95,28,60,3,3
tannerlinsley,react-query,2020-07-31 10:14:08,2020-08-29 10:14:08,20,TRUE,8,1,32,3,36,13,46,17,TypeScript,1018,1931,35,71,28,60,3,3
tannerlinsley,react-query,2020-08-30 10:14:08,2020-09-28 10:14:08,21,TRUE,9,0,54,4,45,15,53,18,TypeScript,1018,1931,58,103,28,60,3,3
tannerlinsley,react-query,2020-09-29 10:14:08,2020-10-28 10:14:08,22,TRUE,10,1.0,18,8,38,12,46,15,TypeScript,1018,1931,26,62,28,60,3,3
tannerlinsley,react-query,2020-10-29 10:14:08,2020-11-27 10:14:08,23,TRUE,11,0.0,17,5,30,14,37,17,TypeScript,1018,1931,22,42,28,60,3,3
tannerlinsley,react-query,2020-11-28 10:14:08,2020-12-27 10:14:08,24,TRUE,12,0,48,8,66,32,80,39,TypeScript,1018,1931,56,108,28,60,3,3
laravel,framework,2019-04-20 17:19:18,2019-05-20 17:19:18,1,FALSE,0,0.0,96,89,99,52,200,110,PHP,24152,40141,185,292,4624,10336,89,89
laravel,framework,2019-05-21 17:19:18,2019-06-20 17:19:18,2,FALSE,0,0,107,99,94,41,195,103,PHP,24152,40141,206,319,4624,10336,89,89
laravel,framework,2019-06-21 17:19:18,2019-07-21 17:19:18,3,FALSE,0,0.0,103,110,120,54,228,122,PHP,24152,40141,213,336,4624,10336,89,89
laravel,framework,2019-07-22 17:19:18,2019-08-21 17:19:18,4,FALSE,0,0,158,135,105,50,210,117,PHP,24152,40141,293,417,4624,10336,89,89
laravel,framework,2019-08-22 17:19:18,2019-09-21 17:19:18,5,FALSE,0,0,115,97,122,46,243,107,PHP,24152,40141,212,375,4624,10336,89,89
laravel,framework,2019-09-22 17:19:18,2019-10-22 17:19:18,6,FALSE,0,0.0,84,112,116,54,220,119,PHP,24152,40141,196,314,4624,10336,89,89
laravel,framework,2019-10-23 17:19:18,2019-11-22 17:19:18,7,FALSE,0,0,86,76,95,45,188,110,PHP,24152,40141,162,253,4624,10336,89,89
laravel,framework,2019-11-23 17:19:18,2019-12-23 17:19:18,8,FALSE,0,0.0,84,58,75,32,179,85,PHP,24152,40141,142,246,4624,10336,89,89
laravel,framework,2019-12-24 17:19:18,2020-01-23 17:19:18,9,FALSE,0,0.0,124,75,88,41,177,95,PHP,24152,40141,199,296,4624,10336,89,89
laravel,framework,2020-01-24 17:19:18,2020-02-23 17:19:18,10,FALSE,0,0.0,132,94,101,46,197,104,PHP,24152,40141,226,338,4624,10336,89,89
laravel,framework,2020-02-24 17:19:18,2020-03-25 17:19:18,11,FALSE,0,0,173,143,156,59,311,143,PHP,24152,40141,316,523,4624,10336,89,89
laravel,framework,2020-03-26 17:19:18,2020-04-25 17:19:18,12,FALSE,0,0,164,131,115,66,244,138,PHP,24152,40141,295,423,4624,10336,89,89
laravel,framework,2020-04-26 17:19:18,2020-05-26 17:19:18,0,TRUE,0,0.0,136,100,113,47,231,127,PHP,24152,40141,236,362,4624,10336,89,89
laravel,framework,2020-05-27 17:19:18,2020-06-25 17:19:18,13,TRUE,1,0.0,99,64,88,39,172,89,PHP,24152,40141,163,262,4624,10336,89,89
laravel,framework,2020-06-26 17:19:18,2020-07-25 17:19:18,14,TRUE,2,0,93,64,79,32,160,93,PHP,24152,40141,157,231,4624,10336,89,89
laravel,framework,2020-07-26 17:19:18,2020-08-24 17:19:18,15,TRUE,3,0,103,79,76,39,165,88,PHP,24152,40141,182,267,4624,10336,89,89
laravel,framework,2020-08-25 17:19:18,2020-09-23 17:19:18,16,TRUE,4,0,118,111,126,58,257,131,PHP,24152,40141,229,395,4624,10336,89,89
laravel,framework,2020-09-24 17:19:18,2020-10-23 17:19:18,17,TRUE,5,0.0,139,130,115,62,233,137,PHP,24152,40141,269,378,4624,10336,89,89
laravel,framework,2020-10-24 17:19:18,2020-11-22 17:19:18,18,TRUE,6,0.0,124,90,91,35,203,105,PHP,24152,40141,214,336,4624,10336,89,89
laravel,framework,2020-11-23 17:19:18,2020-12-22 17:19:18,19,TRUE,7,0.0,102,100,99,51,211,114,PHP,24152,40141,202,312,4624,10336,89,89
laravel,framework,2020-12-23 17:19:18,2021-01-21 17:19:18,20,TRUE,8,0.0,76,75,76,42,168,95,PHP,24152,40141,151,236,4624,10336,89,89
laravel,framework,2021-01-22 17:19:18,2021-02-20 17:19:18,21,TRUE,9,0,80,87,103,46,193,103,PHP,24152,40141,167,271,4624,10336,89,89
laravel,framework,2021-02-21 17:19:18,2021-03-22 17:19:18,22,TRUE,10,0.0,112,111,97,56,212,134,PHP,24152,40141,223,320,4624,10336,89,89
laravel,framework,2021-03-23 17:19:18,2021-04-21 17:19:18,23,TRUE,11,0,97,110,98,53,212,125,PHP,24152,40141,207,307,4624,10336,89,89
laravel,framework,2021-04-22 17:19:18,2021-05-21 17:19:18,24,TRUE,12,0,93,107,96,50,199,115,PHP,24152,40141,200,303,4624,10336,89,89
alpinejs,alpine,2019-04-21 22:02:01,2019-05-21 22:02:01,1,FALSE,0,0,0,0,0,0,0,0,HTML,636,1200,0,0,76,243,6,6
alpinejs,alpine,2019-05-22 22:02:01,2019-06-21 22:02:01,2,FALSE,0,0,0,0,0,0,0,0,HTML,636,1200,0,0,76,243,6,6
alpinejs,alpine,2019-06-22 22:02:01,2019-07-22 22:02:01,3,FALSE,0,0,0,0,0,0,0,0,HTML,636,1200,0,0,76,243,6,6
alpinejs,alpine,2019-07-23 22:02:01,2019-08-22 22:02:01,4,FALSE,0,0,0,0,0,0,0,0,HTML,636,1200,0,0,76,243,6,6
alpinejs,alpine,2019-08-23 22:02:01,2019-09-22 22:02:01,5,FALSE,0,0,0,0,0,0,0,0,HTML,636,1200,0,0,76,243,6,6
alpinejs,alpine,2019-09-23 22:02:01,2019-10-23 22:02:01,6,FALSE,0,0,0,0,0,0,0,0,HTML,636,1200,0,0,76,243,6,6
alpinejs,alpine,2019-10-24 22:02:01,2019-11-23 22:02:01,7,FALSE,0,0,0,0,0,0,0,0,HTML,636,1200,0,0,76,243,6,6
alpinejs,alpine,2019-11-24 22:02:01,2019-12-24 22:02:01,8,FALSE,0,1,13,3,20,14,20,14,HTML,636,1200,16,33,76,243,6,6
alpinejs,alpine,2019-12-25 22:02:01,2020-01-24 22:02:01,9,FALSE,0,1,33,8,58,20,61,23,HTML,636,1200,41,101,76,243,6,6
alpinejs,alpine,2020-01-25 22:02:01,2020-02-24 22:02:01,10,FALSE,0,16,14,7,28,9,37,13,HTML,636,1200,21,55,76,243,6,6
alpinejs,alpine,2020-02-25 22:02:01,2020-03-26 22:02:01,11,FALSE,0,3.0,19,17,44,6,55,10,HTML,636,1200,36,106,76,243,6,6
alpinejs,alpine,2020-03-27 22:02:01,2020-04-26 22:02:01,12,FALSE,0,3,29,9,51,14,65,18,HTML,636,1200,38,117,76,243,6,6
alpinejs,alpine,2020-04-27 22:02:01,2020-05-27 22:02:01,0,TRUE,0,1,22,9,34,12,51,18,HTML,636,1200,31,83,76,243,6,6
alpinejs,alpine,2020-05-28 22:02:01,2020-06-26 22:02:01,13,TRUE,1,3,20,12,19,12,33,21,HTML,636,1200,32,51,76,243,6,6
alpinejs,alpine,2020-06-27 22:02:01,2020-07-26 22:02:01,14,TRUE,2,9.0,12,8,17,6,28,14,HTML,636,1200,20,38,76,243,6,6
alpinejs,alpine,2020-07-27 22:02:01,2020-08-25 22:02:01,15,TRUE,3,5,6,1,10,2,16,6,HTML,636,1200,7,17,76,243,6,6
alpinejs,alpine,2020-08-26 22:02:01,2020-09-24 22:02:01,16,TRUE,4,1.0,15,2,12,5,20,10,HTML,636,1200,17,30,76,243,6,6
alpinejs,alpine,2020-09-25 22:02:01,2020-10-24 22:02:01,17,TRUE,5,8.0,9,2,32,7,39,11,HTML,636,1200,11,40,76,243,6,6
alpinejs,alpine,2020-10-25 22:02:01,2020-11-23 22:02:01,18,TRUE,6,6.5,5,2,6,0,12,3,HTML,636,1200,7,16,76,243,6,6
alpinejs,alpine,2020-11-24 22:02:01,2020-12-23 22:02:01,19,TRUE,7,3.0,7,5,14,8,20,10,HTML,636,1200,12,24,76,243,6,6
alpinejs,alpine,2020-12-24 22:02:01,2021-01-22 22:02:01,20,TRUE,8,5,10,3,16,8,21,11,HTML,636,1200,13,25,76,243,6,6
alpinejs,alpine,2021-01-23 22:02:01,2021-02-21 22:02:01,21,TRUE,9,1.5,8,2,20,7,24,8,HTML,636,1200,10,28,76,243,6,6
alpinejs,alpine,2021-02-22 22:02:01,2021-03-23 22:02:01,22,TRUE,10,9.5,9,1,16,8,18,10,HTML,636,1200,10,20,76,243,6,6
alpinejs,alpine,2021-03-24 22:02:01,2021-04-22 22:02:01,23,TRUE,11,4,6,7,18,7,22,9,HTML,636,1200,13,27,76,243,6,6
alpinejs,alpine,2021-04-23 22:02:01,2021-05-22 22:02:01,24,TRUE,12,3,10,1,16,5,19,6,HTML,636,1200,11,25,76,243,6,6
tannerlinsley,react-table,2018-11-19 18:56:21,2018-12-19 18:56:21,1,FALSE,0,63,2,0,14,2,15,2,TypeScript,697,2701,2,15,243,1250,38,38
tannerlinsley,react-table,2018-12-20 18:56:21,2019-01-19 18:56:21,2,FALSE,0,21,2,0,12,1,12,1,TypeScript,697,2701,2,17,243,1250,38,38
tannerlinsley,react-table,2019-01-20 18:56:21,2019-02-19 18:56:21,3,FALSE,0,0.0,5,0,30,4,31,4,TypeScript,697,2701,5,38,243,1250,38,38
tannerlinsley,react-table,2019-02-20 18:56:21,2019-03-22 18:56:21,4,FALSE,0,5.0,5,2,16,3,19,4,TypeScript,697,2701,7,22,243,1250,38,38
tannerlinsley,react-table,2019-03-23 18:56:21,2019-04-22 18:56:21,5,FALSE,0,15.0,3,3,17,5,18,6,TypeScript,697,2701,6,18,243,1250,38,38
tannerlinsley,react-table,2019-04-23 18:56:21,2019-05-23 18:56:21,6,FALSE,0,9,4,1,22,4,25,5,TypeScript,697,2701,5,29,243,1250,38,38
tannerlinsley,react-table,2019-05-24 18:56:21,2019-06-23 18:56:21,7,FALSE,0,2.0,11,0,15,7,20,8,TypeScript,697,2701,11,28,243,1250,38,38
tannerlinsley,react-table,2019-06-24 18:56:21,2019-07-24 18:56:21,8,FALSE,0,8.5,10,3,18,7,22,10,TypeScript,697,2701,13,30,243,1250,38,38
tannerlinsley,react-table,2019-07-25 18:56:21,2019-08-24 18:56:21,9,FALSE,0,0.0,24,3,36,14,43,17,TypeScript,697,2701,27,68,243,1250,38,38
tannerlinsley,react-table,2019-08-25 18:56:21,2019-09-24 18:56:21,10,FALSE,0,0,16,7,38,12,48,16,TypeScript,697,2701,23,65,243,1250,38,38
tannerlinsley,react-table,2019-09-25 18:56:21,2019-10-25 18:56:21,11,FALSE,0,0.0,27,8,42,18,53,21,TypeScript,697,2701,35,72,243,1250,38,38
tannerlinsley,react-table,2019-10-26 18:56:21,2019-11-25 18:56:21,12,FALSE,0,2,10,4,29,8,34,11,TypeScript,697,2701,14,43,243,1250,38,38
tannerlinsley,react-table,2019-11-26 18:56:21,2019-12-26 18:56:21,0,TRUE,0,0,33,3,79,18,96,27,TypeScript,697,2701,36,145,243,1250,38,38
tannerlinsley,react-table,2019-12-27 18:56:21,2020-01-25 18:56:21,13,TRUE,1,9.5,20,2,25,11,38,13,TypeScript,697,2701,22,52,243,1250,38,38
tannerlinsley,react-table,2020-01-26 18:56:21,2020-02-24 18:56:21,14,TRUE,2,8,12,7,51,9,63,15,TypeScript,697,2701,19,73,243,1250,38,38
tannerlinsley,react-table,2020-02-25 18:56:21,2020-03-25 18:56:21,15,TRUE,3,7.0,18,3,40,11,53,15,TypeScript,697,2701,21,66,243,1250,38,38
tannerlinsley,react-table,2020-03-26 18:56:21,2020-04-24 18:56:21,16,TRUE,4,13.5,18,3,46,10,59,19,TypeScript,697,2701,21,66,243,1250,38,38
tannerlinsley,react-table,2020-04-25 18:56:21,2020-05-24 18:56:21,17,TRUE,5,5,14,2,35,9,44,12,TypeScript,697,2701,16,55,243,1250,38,38
tannerlinsley,react-table,2020-05-25 18:56:21,2020-06-23 18:56:21,18,TRUE,6,2,15,3,23,8,26,11,TypeScript,697,2701,18,35,243,1250,38,38
tannerlinsley,react-table,2020-06-24 18:56:21,2020-07-23 18:56:21,19,TRUE,7,1,22,2,26,15,33,20,TypeScript,697,2701,24,41,243,1250,38,38
tannerlinsley,react-table,2020-07-24 18:56:21,2020-08-22 18:56:21,20,TRUE,8,45,20,3,23,14,33,20,TypeScript,697,2701,23,39,243,1250,38,38
tannerlinsley,react-table,2020-08-23 18:56:21,2020-09-21 18:56:21,21,TRUE,9,26,13,5,18,13,23,16,TypeScript,697,2701,18,27,243,1250,38,38
tannerlinsley,react-table,2020-09-22 18:56:21,2020-10-21 18:56:21,22,TRUE,10,5.5,8,0,13,6,15,7,TypeScript,697,2701,8,18,243,1250,38,38
tannerlinsley,react-table,2020-10-22 18:56:21,2020-11-20 18:56:21,23,TRUE,11,505,6,5,24,7,31,11,TypeScript,697,2701,11,31,243,1250,38,38
tannerlinsley,react-table,2020-11-21 18:56:21,2020-12-20 18:56:21,24,TRUE,12,477,4,2,20,3,23,5,TypeScript,697,2701,6,27,243,1250,38,38
aws-amplify,amplify-js,2018-10-22 04:03:05,2018-11-21 04:03:05,1,FALSE,0,25,50,15,85,21,129,29,TypeScript,2741,8007,65,208,356,1845,24,24
aws-amplify,amplify-js,2018-11-22 04:03:05,2018-12-22 04:03:05,2,FALSE,0,7.0,65,19,74,18,122,26,TypeScript,2741,8007,84,222,356,1845,24,24
aws-amplify,amplify-js,2018-12-23 04:03:05,2019-01-22 04:03:05,3,FALSE,0,9,38,15,83,12,123,21,TypeScript,2741,8007,53,185,356,1845,24,24
aws-amplify,amplify-js,2019-01-23 04:03:05,2019-02-22 04:03:05,4,FALSE,0,50.0,13,13,88,15,112,20,TypeScript,2741,8007,26,132,356,1845,24,24
aws-amplify,amplify-js,2019-02-23 04:03:05,2019-03-25 04:03:05,5,FALSE,0,3.0,35,16,71,11,104,21,TypeScript,2741,8007,51,151,356,1845,24,24
aws-amplify,amplify-js,2019-03-26 04:03:05,2019-04-25 04:03:05,6,FALSE,0,15.0,40,10,100,12,144,24,TypeScript,2741,8007,50,211,356,1845,24,24
