owner,name,month_start,month_end,time,intervention,time_after_intervention,time_issues_closed,merged,nonmerged,new_users_issues,new_users_pulls,users_issues,users_pulls,lang,pr_total,issues_total,pr_per_month,issues_per_month,total_number_pr_authors,total_number_issues_authors,agePulls,ageIssues
babel,babel,2019-04-27 21:23:48,2019-05-27 21:23:48,1,FALSE,0,2,36,7,46,6,75,16,TypeScript,5874,14000,43,117,1126,4283,68,69
babel,babel,2019-05-28 21:23:48,2019-06-27 21:23:48,2,FALSE,0,14,24,10,50,13,74,20,TypeScript,5874,14000,34,100,1126,4283,68,69
babel,babel,2019-06-28 21:23:48,2019-07-28 21:23:48,3,FALSE,0,4,41,8,59,10,92,24,TypeScript,5874,14000,49,134,1126,4283,68,69
babel,babel,2019-07-29 21:23:48,2019-08-28 21:23:48,4,FALSE,0,4.5,24,12,43,12,66,19,TypeScript,5874,14000,36,91,1126,4283,68,69
babel,babel,2019-08-29 21:23:48,2019-09-28 21:23:48,5,FALSE,0,2,64,10,49,18,70,30,TypeScript,5874,14000,74,131,1126,4283,68,69
babel,babel,2019-09-29 21:23:48,2019-10-29 21:23:48,6,FALSE,0,5.0,55,5,42,14,63,24,TypeScript,5874,14000,60,103,1126,4283,68,69
babel,babel,2019-10-30 21:23:48,2019-11-29 21:23:48,7,FALSE,0,0.0,70,15,63,18,96,32,TypeScript,5874,14000,85,163,1126,4283,68,69
babel,babel,2019-11-30 21:23:48,2019-12-30 21:23:48,8,FALSE,0,1,71,18,54,13,74,19,TypeScript,5874,14000,89,159,1126,4283,68,69
babel,babel,2019-12-31 21:23:48,2020-01-30 21:23:48,9,FALSE,0,1,63,10,46,11,74,24,TypeScript,5874,14000,73,127,1126,4283,68,69
babel,babel,2020-01-31 21:23:48,2020-03-01 21:23:48,10,FALSE,0,2,59,12,34,11,54,21,TypeScript,5874,14000,71,109,1126,4283,68,69
babel,babel,2020-03-02 21:23:48,2020-04-01 21:23:48,11,FALSE,0,0,80,10,52,6,78,19,TypeScript,5874,14000,90,163,1126,4283,68,69
babel,babel,2020-04-02 21:23:48,2020-05-02 21:23:48,12,FALSE,0,0,64,11,49,9,84,26,TypeScript,5874,14000,75,142,1126,4283,68,69
babel,babel,2020-05-03 21:23:48,2020-06-02 21:23:48,0,TRUE,0,1.0,47,17,56,12,91,29,TypeScript,5874,14000,64,136,1126,4283,68,69
babel,babel,2020-06-03 21:23:48,2020-07-02 21:23:48,13,TRUE,1,1.0,49,11,45,17,67,27,TypeScript,5874,14000,60,105,1126,4283,68,69
babel,babel,2020-07-03 21:23:48,2020-08-01 21:23:48,14,TRUE,2,0.0,46,13,38,10,53,18,TypeScript,5874,14000,59,99,1126,4283,68,69
babel,babel,2020-08-02 21:23:48,2020-08-31 21:23:48,15,TRUE,3,1,45,11,42,9,61,16,TypeScript,5874,14000,56,105,1126,4283,68,69
babel,babel,2020-09-01 21:23:48,2020-09-30 21:23:48,16,TRUE,4,1.0,37,2,30,7,46,13,TypeScript,5874,14000,39,83,1126,4283,68,69
babel,babel,2020-10-01 21:23:48,2020-10-30 21:23:48,17,TRUE,5,0.0,71,13,41,9,66,25,TypeScript,5874,14000,84,142,1126,4283,68,69
babel,babel,2020-10-31 21:23:48,2020-11-29 21:23:48,18,TRUE,6,2.0,62,11,27,7,47,18,TypeScript,5874,14000,73,113,1126,4283,68,69
babel,babel,2020-11-30 21:23:48,2020-12-29 21:23:48,19,TRUE,7,1.0,72,16,26,7,47,17,TypeScript,5874,14000,88,123,1126,4283,68,69
babel,babel,2020-12-30 21:23:48,2021-01-28 21:23:48,20,TRUE,8,1,53,8,32,5,55,18,TypeScript,5874,14000,61,110,1126,4283,68,69
babel,babel,2021-01-29 21:23:48,2021-02-27 21:23:48,21,TRUE,9,0,102,7,60,10,81,19,TypeScript,5874,14000,109,189,1126,4283,68,69
babel,babel,2021-02-28 21:23:48,2021-03-29 21:23:48,22,TRUE,10,1,55,5,40,10,66,19,TypeScript,5874,14000,60,115,1126,4283,68,69
babel,babel,2021-03-30 21:23:48,2021-04-28 21:23:48,23,TRUE,11,1,81,6,31,4,61,22,TypeScript,5874,14000,87,132,1126,4283,68,69
babel,babel,2021-04-29 21:23:48,2021-05-28 21:23:48,24,TRUE,12,0,67,14,30,13,56,25,TypeScript,5874,14000,81,128,1126,4283,68,69
starship,starship,2018-04-22 21:06:56,2018-05-22 21:06:56,1,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2018-05-23 21:06:56,2018-06-22 21:06:56,2,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2018-06-23 21:06:56,2018-07-23 21:06:56,3,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2018-07-24 21:06:56,2018-08-23 21:06:56,4,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2018-08-24 21:06:56,2018-09-23 21:06:56,5,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2018-09-24 21:06:56,2018-10-24 21:06:56,6,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2018-10-25 21:06:56,2018-11-24 21:06:56,7,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2018-11-25 21:06:56,2018-12-25 21:06:56,8,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2018-12-26 21:06:56,2019-01-25 21:06:56,9,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2019-01-26 21:06:56,2019-02-25 21:06:56,10,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2019-02-26 21:06:56,2019-03-28 21:06:56,11,FALSE,0,0,0,0,0,0,0,0,Rust,2151,3582,0,0,8,8,1,1
starship,starship,2019-03-29 21:06:56,2019-04-28 21:06:56,12,FALSE,0,0.0,22,1,5,5,5,5,Rust,2151,3582,23,37,8,8,1,1
starship,starship,2019-04-29 21:06:56,2019-05-29 21:06:56,0,TRUE,0,1.0,22,0,3,3,7,7,Rust,2151,3582,22,31,8,8,1,1
starship,starship,2019-05-30 21:06:56,2019-06-28 21:06:56,13,TRUE,1,1,11,0,0,0,4,4,Rust,2151,3582,11,15,8,8,1,1
starship,starship,2019-06-29 21:06:56,2019-07-28 21:06:56,14,TRUE,2,0,25,1,3,2,7,6,Rust,2151,3582,26,33,8,8,1,1
starship,starship,2019-07-29 21:06:56,2019-08-27 21:06:56,15,TRUE,3,0.0,68,11,32,18,39,25,Rust,2151,3582,79,124,8,8,1,1
starship,starship,2019-08-28 21:06:56,2019-09-26 21:06:56,16,TRUE,4,1,97,11,63,23,73,31,Rust,2151,3582,108,191,8,8,1,1
starship,starship,2019-09-27 21:06:56,2019-10-26 21:06:56,17,TRUE,5,1.0,77,17,59,21,74,29,Rust,2151,3582,94,159,8,8,1,1
starship,starship,2019-10-27 21:06:56,2019-11-25 21:06:56,18,TRUE,6,8.0,32,16,29,16,45,24,Rust,2151,3582,48,73,8,8,1,1
starship,starship,2019-11-26 21:06:56,2019-12-25 21:06:56,19,TRUE,7,1.0,65,12,44,19,58,29,Rust,2151,3582,77,115,8,8,1,1
starship,starship,2019-12-26 21:06:56,2020-01-24 21:06:56,20,TRUE,8,1.0,47,5,28,12,45,22,Rust,2151,3582,52,87,8,8,1,1
starship,starship,2020-01-25 21:06:56,2020-02-23 21:06:56,21,TRUE,9,0.5,37,7,24,9,38,21,Rust,2151,3582,44,69,8,8,1,1
starship,starship,2020-02-24 21:06:56,2020-03-24 21:06:56,22,TRUE,10,1.0,37,10,36,19,48,29,Rust,2151,3582,47,75,8,8,1,1
starship,starship,2020-03-25 21:06:56,2020-04-23 21:06:56,23,TRUE,11,9.5,53,11,37,17,47,25,Rust,2151,3582,64,95,8,8,1,1
starship,starship,2020-04-24 21:06:56,2020-05-23 21:06:56,24,TRUE,12,3.0,51,9,33,13,54,27,Rust,2151,3582,60,100,8,8,1,1
PrefectHQ,prefect,2019-06-03 21:35:37,2019-07-03 21:35:37,1,FALSE,0,0.0,53,7,8,2,19,6,Python,3107,5315,60,201,85,225,24,24
PrefectHQ,prefect,2019-07-04 21:35:37,2019-08-03 21:35:37,2,FALSE,0,1.0,39,17,10,4,19,8,Python,3107,5315,56,173,85,225,24,24
PrefectHQ,prefect,2019-08-04 21:35:37,2019-09-03 21:35:37,3,FALSE,0,0.0,73,4,13,5,21,11,Python,3107,5315,77,284,85,225,24,24
PrefectHQ,prefect,2019-09-04 21:35:37,2019-10-04 21:35:37,4,FALSE,0,0.0,91,6,5,3,20,12,Python,3107,5315,97,305,85,225,24,24
PrefectHQ,prefect,2019-10-05 21:35:37,2019-11-04 21:35:37,5,FALSE,0,0.0,66,5,10,6,22,15,Python,3107,5315,71,203,85,225,24,24
PrefectHQ,prefect,2019-11-05 21:35:37,2019-12-05 21:35:37,6,FALSE,0,0.0,53,4,5,1,20,9,Python,3107,5315,57,179,85,225,24,24
PrefectHQ,prefect,2019-12-06 21:35:37,2020-01-05 21:35:37,7,FALSE,0,0.0,64,6,4,2,19,12,Python,3107,5315,70,186,85,225,24,24
PrefectHQ,prefect,2020-01-06 21:35:37,2020-02-05 21:35:37,8,FALSE,0,0.0,49,2,6,0,16,7,Python,3107,5315,51,177,85,225,24,24
PrefectHQ,prefect,2020-02-06 21:35:37,2020-03-07 21:35:37,9,FALSE,0,0.0,69,8,15,7,32,17,Python,3107,5315,77,267,85,225,24,24
PrefectHQ,prefect,2020-03-08 21:35:37,2020-04-07 21:35:37,10,FALSE,0,0.0,85,8,19,5,42,18,Python,3107,5315,93,320,85,225,24,24
PrefectHQ,prefect,2020-04-08 21:35:37,2020-05-08 21:35:37,11,FALSE,0,0.0,115,9,38,11,59,25,Python,3107,5315,124,442,85,225,24,24
PrefectHQ,prefect,2020-05-09 21:35:37,2020-06-08 21:35:37,12,FALSE,0,0.0,117,9,23,8,49,22,Python,3107,5315,126,402,85,225,24,24
PrefectHQ,prefect,2020-06-09 21:35:37,2020-07-09 21:35:37,0,TRUE,0,0.0,90,6,23,10,51,23,Python,3107,5315,96,344,85,225,24,24
PrefectHQ,prefect,2020-07-10 21:35:37,2020-08-08 21:35:37,13,TRUE,1,0.0,75,9,18,10,48,26,Python,3107,5315,84,285,85,225,24,24
PrefectHQ,prefect,2020-08-09 21:35:37,2020-09-07 21:35:37,14,TRUE,2,0.0,69,4,19,10,44,25,Python,3107,5315,73,253,85,225,24,24
PrefectHQ,prefect,2020-09-08 21:35:37,2020-10-07 21:35:37,15,TRUE,3,0.0,80,5,28,13,48,26,Python,3107,5315,85,283,85,225,24,24
PrefectHQ,prefect,2020-10-08 21:35:37,2020-11-06 21:35:37,16,TRUE,4,0.0,92,5,38,18,63,33,Python,3107,5315,97,288,85,225,24,24
PrefectHQ,prefect,2020-11-07 21:35:37,2020-12-06 21:35:37,17,TRUE,5,0.0,76,3,25,13,46,24,Python,3107,5315,79,239,85,225,24,24
PrefectHQ,prefect,2020-12-07 21:35:37,2021-01-05 21:35:37,18,TRUE,6,0.0,76,1,27,10,46,19,Python,3107,5315,77,235,85,225,24,24
PrefectHQ,prefect,2021-01-06 21:35:37,2021-02-04 21:35:37,19,TRUE,7,0.0,65,2,20,11,49,23,Python,3107,5315,67,220,85,225,24,24
PrefectHQ,prefect,2021-02-05 21:35:37,2021-03-06 21:35:37,20,TRUE,8,0.0,50,5,21,8,50,23,Python,3107,5315,55,213,85,225,24,24
PrefectHQ,prefect,2021-03-07 21:35:37,2021-04-05 21:35:37,21,TRUE,9,1.0,47,8,23,11,48,27,Python,3107,5315,55,191,85,225,24,24
PrefectHQ,prefect,2021-04-06 21:35:37,2021-05-05 21:35:37,22,TRUE,10,4.0,45,11,16,6,40,21,Python,3107,5315,56,175,85,225,24,24
PrefectHQ,prefect,2021-05-06 21:35:37,2021-06-04 21:35:37,23,TRUE,11,1.0,62,9,15,9,37,18,Python,3107,5315,71,219,85,225,24,24
PrefectHQ,prefect,2021-06-05 21:35:37,2021-07-04 21:35:37,24,TRUE,12,1.0,42,8,15,5,32,15,Python,3107,5315,50,161,85,225,24,24
rabbitmq,rabbitmq-server,2019-06-22 12:34:56,2019-07-22 12:34:56,1,FALSE,0,0,6,1,6,0,12,5,Makefile,2491,4158,7,18,110,661,113,119
rabbitmq,rabbitmq-server,2019-07-23 12:34:56,2019-08-22 12:34:56,2,FALSE,0,0.0,14,0,4,0,10,5,Makefile,2491,4158,14,26,110,661,113,119
rabbitmq,rabbitmq-server,2019-08-23 12:34:56,2019-09-22 12:34:56,3,FALSE,0,0.0,13,3,10,4,15,8,Makefile,2491,4158,16,26,110,661,113,119
rabbitmq,rabbitmq-server,2019-09-23 12:34:56,2019-10-23 12:34:56,4,FALSE,0,0.0,21,3,2,0,12,8,Makefile,2491,4158,24,34,110,661,113,119
rabbitmq,rabbitmq-server,2019-10-24 12:34:56,2019-11-23 12:34:56,5,FALSE,0,0,12,1,5,0,12,7,Makefile,2491,4158,13,22,110,661,113,119
rabbitmq,rabbitmq-server,2019-11-24 12:34:56,2019-12-24 12:34:56,6,FALSE,0,0.0,8,4,3,2,11,8,Makefile,2491,4158,12,18,110,661,113,119
rabbitmq,rabbitmq-server,2019-12-25 12:34:56,2020-01-24 12:34:56,7,FALSE,0,0,12,7,2,0,9,7,Makefile,2491,4158,19,22,110,661,113,119
rabbitmq,rabbitmq-server,2020-01-25 12:34:56,2020-02-24 12:34:56,8,FALSE,0,1.0,18,2,2,2,8,7,Makefile,2491,4158,20,25,110,661,113,119
rabbitmq,rabbitmq-server,2020-02-25 12:34:56,2020-03-26 12:34:56,9,FALSE,0,0,21,1,0,0,8,8,Makefile,2491,4158,22,23,110,661,113,119
rabbitmq,rabbitmq-server,2020-03-27 12:34:56,2020-04-26 12:34:56,10,FALSE,0,0,21,2,4,1,11,7,Makefile,2491,4158,23,33,110,661,113,119
rabbitmq,rabbitmq-server,2020-04-27 12:34:56,2020-05-27 12:34:56,11,FALSE,0,0.0,15,2,4,2,10,7,Makefile,2491,4158,17,24,110,661,113,119
rabbitmq,rabbitmq-server,2020-05-28 12:34:56,2020-06-27 12:34:56,12,FALSE,0,0,20,2,5,1,13,9,Makefile,2491,4158,22,44,110,661,113,119
rabbitmq,rabbitmq-server,2020-06-28 12:34:56,2020-07-28 12:34:56,0,TRUE,0,0,13,0,2,1,10,7,Makefile,2491,4158,13,18,110,661,113,119
rabbitmq,rabbitmq-server,2020-07-29 12:34:56,2020-08-27 12:34:56,13,TRUE,1,0,6,0,3,1,7,5,Makefile,2491,4158,6,11,110,661,113,119
rabbitmq,rabbitmq-server,2020-08-28 12:34:56,2020-09-26 12:34:56,14,TRUE,2,4.0,11,0,3,0,8,5,Makefile,2491,4158,11,16,110,661,113,119
rabbitmq,rabbitmq-server,2020-09-27 12:34:56,2020-10-26 12:34:56,15,TRUE,3,0.0,16,2,3,1,11,8,Makefile,2491,4158,18,24,110,661,113,119
rabbitmq,rabbitmq-server,2020-10-27 12:34:56,2020-11-25 12:34:56,16,TRUE,4,2,21,8,6,2,14,9,Makefile,2491,4158,29,43,110,661,113,119
rabbitmq,rabbitmq-server,2020-11-26 12:34:56,2020-12-25 12:34:56,17,TRUE,5,5.0,14,0,8,1,17,10,Makefile,2491,4158,14,26,110,661,113,119
rabbitmq,rabbitmq-server,2020-12-26 12:34:56,2021-01-24 12:34:56,18,TRUE,6,0,12,0,9,1,18,8,Makefile,2491,4158,12,50,110,661,113,119
rabbitmq,rabbitmq-server,2021-01-25 12:34:56,2021-02-23 12:34:56,19,TRUE,7,0.0,27,4,18,4,28,13,Makefile,2491,4158,31,112,110,661,113,119
rabbitmq,rabbitmq-server,2021-02-24 12:34:56,2021-03-25 12:34:56,20,TRUE,8,0.0,37,5,17,2,27,11,Makefile,2491,4158,42,121,110,661,113,119
rabbitmq,rabbitmq-server,2021-03-26 12:34:56,2021-04-24 12:34:56,21,TRUE,9,0.0,36,4,16,3,29,16,Makefile,2491,4158,40,109,110,661,113,119
rabbitmq,rabbitmq-server,2021-04-25 12:34:56,2021-05-24 12:34:56,22,TRUE,10,0.0,35,2,9,0,19,10,Makefile,2491,4158,37,97,110,661,113,119
rabbitmq,rabbitmq-server,2021-05-25 12:34:56,2021-06-23 12:34:56,23,TRUE,11,0.0,26,1,17,2,32,14,Makefile,2491,4158,27,96,110,661,113,119
rabbitmq,rabbitmq-server,2021-06-24 12:34:56,2021-07-23 12:34:56,24,TRUE,12,0.0,40,5,15,2,33,17,Makefile,2491,4158,45,123,110,661,113,119
vuetifyjs,vuetify,2019-04-02 20:13:57,2019-05-02 20:13:57,1,FALSE,0,1.0,49,7,106,15,157,28,TypeScript,3851,14564,56,224,686,4459,41,41
vuetifyjs,vuetify,2019-05-03 20:13:57,2019-06-02 20:13:57,2,FALSE,0,0,61,19,95,16,157,31,TypeScript,3851,14564,80,240,686,4459,41,41
vuetifyjs,vuetify,2019-06-03 20:13:57,2019-07-03 20:13:57,3,FALSE,0,0,122,27,117,18,184,33,TypeScript,3851,14564,149,357,686,4459,41,41
vuetifyjs,vuetify,2019-07-04 20:13:57,2019-08-03 20:13:57,4,FALSE,0,0,116,16,206,25,297,40,TypeScript,3851,14564,132,537,686,4459,41,41
vuetifyjs,vuetify,2019-08-04 20:13:57,2019-09-03 20:13:57,5,FALSE,0,2,101,20,203,33,320,53,TypeScript,3851,14564,121,539,686,4459,41,41
vuetifyjs,vuetify,2019-09-04 20:13:57,2019-10-04 20:13:57,6,FALSE,0,1,64,30,171,33,263,55,TypeScript,3851,14564,94,379,686,4459,41,41
vuetifyjs,vuetify,2019-10-05 20:13:57,2019-11-04 20:13:57,7,FALSE,0,5,61,17,137,34,244,53,TypeScript,3851,14564,78,325,686,4459,41,41
vuetifyjs,vuetify,2019-11-05 20:13:57,2019-12-05 20:13:57,8,FALSE,0,4,49,21,131,16,215,32,TypeScript,3851,14564,70,307,686,4459,41,41
vuetifyjs,vuetify,2019-12-06 20:13:57,2020-01-05 20:13:57,9,FALSE,0,2,27,11,108,19,173,29,TypeScript,3851,14564,38,218,686,4459,41,41
vuetifyjs,vuetify,2020-01-06 20:13:57,2020-02-05 20:13:57,10,FALSE,0,0.0,58,19,128,24,234,44,TypeScript,3851,14564,77,339,686,4459,41,41
vuetifyjs,vuetify,2020-02-06 20:13:57,2020-03-07 20:13:57,11,FALSE,0,2,47,7,129,18,206,31,TypeScript,3851,14564,54,275,686,4459,41,41
vuetifyjs,vuetify,2020-03-08 20:13:57,2020-04-07 20:13:57,12,FALSE,0,6.0,46,19,134,28,211,44,TypeScript,3851,14564,65,268,686,4459,41,41
vuetifyjs,vuetify,2020-04-08 20:13:57,2020-05-08 20:13:57,0,TRUE,0,4,61,22,111,20,196,39,TypeScript,3851,14564,83,288,686,4459,41,41
vuetifyjs,vuetify,2020-05-09 20:13:57,2020-06-07 20:13:57,13,TRUE,1,6,28,12,108,21,178,33,TypeScript,3851,14564,40,206,686,4459,41,41
vuetifyjs,vuetify,2020-06-08 20:13:57,2020-07-07 20:13:57,14,TRUE,2,4.0,33,10,135,26,193,38,TypeScript,3851,14564,43,230,686,4459,41,41
vuetifyjs,vuetify,2020-07-08 20:13:57,2020-08-06 20:13:57,15,TRUE,3,5.0,20,8,101,13,151,23,TypeScript,3851,14564,28,189,686,4459,41,41
vuetifyjs,vuetify,2020-08-07 20:13:57,2020-09-05 20:13:57,16,TRUE,4,3.0,17,14,76,13,126,24,TypeScript,3851,14564,31,154,686,4459,41,41
vuetifyjs,vuetify,2020-09-06 20:13:57,2020-10-05 20:13:57,17,TRUE,5,1,38,7,73,21,126,33,TypeScript,3851,14564,45,159,686,4459,41,41
vuetifyjs,vuetify,2020-10-06 20:13:57,2020-11-04 20:13:57,18,TRUE,6,2.0,45,17,78,20,129,33,TypeScript,3851,14564,62,167,686,4459,41,41
vuetifyjs,vuetify,2020-11-05 20:13:57,2020-12-04 20:13:57,19,TRUE,7,9.5,27,10,62,15,104,25,TypeScript,3851,14564,37,149,686,4459,41,41
vuetifyjs,vuetify,2020-12-05 20:13:57,2021-01-03 20:13:57,20,TRUE,8,4,27,10,56,8,88,22,TypeScript,3851,14564,37,127,686,4459,41,41
vuetifyjs,vuetify,2021-01-04 20:13:57,2021-02-02 20:13:57,21,TRUE,9,4,29,5,57,11,103,25,TypeScript,3851,14564,34,129,686,4459,41,41
vuetifyjs,vuetify,2021-02-03 20:13:57,2021-03-04 20:13:57,22,TRUE,10,3,37,9,51,16,110,33,TypeScript,3851,14564,46,134,686,4459,41,41
vuetifyjs,vuetify,2021-03-05 20:13:57,2021-04-03 20:13:57,23,TRUE,11,6.5,38,6,53,11,94,22,TypeScript,3851,14564,44,135,686,4459,41,41
vuetifyjs,vuetify,2021-04-04 20:13:57,2021-05-03 20:13:57,24,TRUE,12,55,35,3,64,15,99,28,TypeScript,3851,14564,38,185,686,4459,41,41
cake-build,cake,2019-05-22 15:04:05,2019-06-21 15:04:05,1,FALSE,0,95.5,8,1,4,4,8,7,C#,1522,3468,9,12,244,555,73,74
cake-build,cake,2019-06-22 15:04:05,2019-07-22 15:04:05,2,FALSE,0,0.0,3,1,4,2,7,3,C#,1522,3468,4,11,244,555,73,74
cake-build,cake,2019-07-23 15:04:05,2019-08-22 15:04:05,3,FALSE,0,14,9,3,16,4,25,9,C#,1522,3468,12,33,244,555,73,74
cake-build,cake,2019-08-23 15:04:05,2019-09-22 15:04:05,4,FALSE,0,13.0,5,0,3,2,9,5,C#,1522,3468,5,10,244,555,73,74
cake-build,cake,2019-09-23 15:04:05,2019-10-23 15:04:05,5,FALSE,0,0,7,5,4,3,9,7,C#,1522,3468,12,21,244,555,73,74
cake-build,cake,2019-10-24 15:04:05,2019-11-23 15:04:05,6,FALSE,0,17,8,0,6,2,12,6,C#,1522,3468,8,21,244,555,73,74
cake-build,cake,2019-11-24 15:04:05,2019-12-24 15:04:05,7,FALSE,0,2.0,13,0,1,2,8,6,C#,1522,3468,13,22,244,555,73,74
cake-build,cake,2019-12-25 15:04:05,2020-01-24 15:04:05,8,FALSE,0,4,4,1,3,1,9,4,C#,1522,3468,5,14,244,555,73,74
cake-build,cake,2020-01-25 15:04:05,2020-02-24 15:04:05,9,FALSE,0,81.0,6,0,4,0,7,2,C#,1522,3468,6,16,244,555,73,74
cake-build,cake,2020-02-25 15:04:05,2020-03-26 15:04:05,10,FALSE,0,60.0,7,1,4,1,13,4,C#,1522,3468,8,21,244,555,73,74
cake-build,cake,2020-03-27 15:04:05,2020-04-26 15:04:05,11,FALSE,0,45.0,5,1,3,1,7,5,C#,1522,3468,6,10,244,555,73,74
cake-build,cake,2020-04-27 15:04:05,2020-05-27 15:04:05,12,FALSE,0,0.5,12,0,4,0,13,6,C#,1522,3468,12,28,244,555,73,74
cake-build,cake,2020-05-28 15:04:05,2020-06-27 15:04:05,0,TRUE,0,1.5,7,3,8,2,13,6,C#,1522,3468,10,28,244,555,73,74
cake-build,cake,2020-06-28 15:04:05,2020-07-27 15:04:05,13,TRUE,1,21.5,9,0,3,2,10,7,C#,1522,3468,9,25,244,555,73,74
cake-build,cake,2020-07-28 15:04:05,2020-08-26 15:04:05,14,TRUE,2,29.0,2,0,0,0,2,2,C#,1522,3468,2,4,244,555,73,74
cake-build,cake,2020-08-27 15:04:05,2020-09-25 15:04:05,15,TRUE,3,5,8,1,1,0,7,4,C#,1522,3468,9,22,244,555,73,74
cake-build,cake,2020-09-26 15:04:05,2020-10-25 15:04:05,16,TRUE,4,3,18,1,1,2,9,8,C#,1522,3468,19,36,244,555,73,74
cake-build,cake,2020-10-26 15:04:05,2020-11-24 15:04:05,17,TRUE,5,5.0,12,0,6,0,16,8,C#,1522,3468,12,30,244,555,73,74
cake-build,cake,2020-11-25 15:04:05,2020-12-24 15:04:05,18,TRUE,6,16.0,10,5,2,0,8,5,C#,1522,3468,15,31,244,555,73,74
cake-build,cake,2020-12-25 15:04:05,2021-01-23 15:04:05,19,TRUE,7,3.0,7,0,1,0,4,3,C#,1522,3468,7,17,244,555,73,74
cake-build,cake,2021-01-24 15:04:05,2021-02-22 15:04:05,20,TRUE,8,1.0,20,3,13,4,19,10,C#,1522,3468,23,65,244,555,73,74
cake-build,cake,2021-02-23 15:04:05,2021-03-24 15:04:05,21,TRUE,9,0,20,2,4,2,10,6,C#,1522,3468,22,59,244,555,73,74
cake-build,cake,2021-03-25 15:04:05,2021-04-23 15:04:05,22,TRUE,10,0.0,6,1,0,0,3,3,C#,1522,3468,7,10,244,555,73,74
cake-build,cake,2021-04-24 15:04:05,2021-05-23 15:04:05,23,TRUE,11,0.0,15,0,4,3,11,8,C#,1522,3468,15,28,244,555,73,74
cake-build,cake,2021-05-24 15:04:05,2021-06-22 15:04:05,24,TRUE,12,95,2,1,1,1,3,3,C#,1522,3468,3,3,244,555,73,74
apache,couchdb,2019-05-12 01:46:31,2019-06-11 01:46:31,1,FALSE,0,0,3,1,9,0,17,3,Erlang,2417,3689,4,19,185,628,117,134
apache,couchdb,2019-06-12 01:46:31,2019-07-12 01:46:31,2,FALSE,0,3.0,10,0,8,0,17,6,Erlang,2417,3689,10,22,185,628,117,134
apache,couchdb,2019-07-13 01:46:31,2019-08-12 01:46:31,3,FALSE,0,0,14,3,10,1,20,7,Erlang,2417,3689,17,32,185,628,117,134
apache,couchdb,2019-08-13 01:46:31,2019-09-12 01:46:31,4,FALSE,0,0.0,38,4,11,2,26,11,Erlang,2417,3689,42,75,185,628,117,134
apache,couchdb,2019-09-13 01:46:31,2019-10-13 01:46:31,5,FALSE,0,0,25,4,16,2,33,12,Erlang,2417,3689,29,65,185,628,117,134
apache,couchdb,2019-10-14 01:46:31,2019-11-13 01:46:31,6,FALSE,0,2.5,32,4,8,1,25,13,Erlang,2417,3689,36,52,185,628,117,134
apache,couchdb,2019-11-14 01:46:31,2019-12-14 01:46:31,7,FALSE,0,0,36,2,4,0,20,13,Erlang,2417,3689,38,50,185,628,117,134
apache,couchdb,2019-12-15 01:46:31,2020-01-14 01:46:31,8,FALSE,0,0,50,5,11,0,23,9,Erlang,2417,3689,55,85,185,628,117,134
apache,couchdb,2020-01-15 01:46:31,2020-02-14 01:46:31,9,FALSE,0,0,61,13,5,1,25,17,Erlang,2417,3689,74,96,185,628,117,134
apache,couchdb,2020-02-15 01:46:31,2020-03-16 01:46:31,10,FALSE,0,0,74,9,11,2,31,14,Erlang,2417,3689,83,110,185,628,117,134
apache,couchdb,2020-03-17 01:46:31,2020-04-16 01:46:31,11,FALSE,0,0,81,5,9,2,32,18,Erlang,2417,3689,86,108,185,628,117,134
apache,couchdb,2020-04-17 01:46:31,2020-05-17 01:46:31,12,FALSE,0,0.0,65,9,13,1,32,13,Erlang,2417,3689,74,98,185,628,117,134
apache,couchdb,2020-05-18 01:46:31,2020-06-17 01:46:31,0,TRUE,0,0,31,3,7,2,20,11,Erlang,2417,3689,34,45,185,628,117,134
apache,couchdb,2020-06-18 01:46:31,2020-07-17 01:46:31,13,TRUE,1,0,24,1,3,0,12,9,Erlang,2417,3689,25,28,185,628,117,134
apache,couchdb,2020-07-18 01:46:31,2020-08-16 01:46:31,14,TRUE,2,0,38,4,6,2,19,12,Erlang,2417,3689,42,52,185,628,117,134
apache,couchdb,2020-08-17 01:46:31,2020-09-15 01:46:31,15,TRUE,3,0.0,42,6,4,0,19,11,Erlang,2417,3689,48,58,185,628,117,134
apache,couchdb,2020-09-16 01:46:31,2020-10-15 01:46:31,16,TRUE,4,0.0,43,5,2,2,17,11,Erlang,2417,3689,48,58,185,628,117,134
